,pub_date,word_count,type_of_material,_id,abstract,lead_paragraph,snippet,headline.main,text,relevance_rank,keyword_counts,polarity,subjectivity,finbert-sentiment-score,finbert-bin
186,2020-04-19 19:00:05+00:00,708,Op-Ed,nyt://article/ba319f5b-877c-52e8-9329-444b9b816a22,The U.S. should emulate the French government’s resolve to fight for the news media industry.,"Much of the news business is being hammered by the decline in advertising because of Covid-19, just when the public most needs reliable information. While digital audiences are way up, the rapid contraction in revenue has so far caused 33,000 news media employees to be furloughed, to be laid off or to suffer reduced pay.",The U.S. should emulate the French government’s resolve to fight for the news media industry.,Google and Facebook Must Pay for Local Journalism,"The U.S. should emulate the French government’s resolve to fight for the news media industry. Much of the news business is being hammered by the decline in advertising because of Covid-19, just when the public most needs reliable information. While digital audiences are way up, the rapid contraction in revenue has so far caused 33,000 news media employees to be furloughed, to be laid off or to suffer reduced pay. The U.S. should emulate the French government’s resolve to fight for the news media industry. Google and Facebook Must Pay for Local Journalism ",1,1,0.0999999999999999,0.2208333333333333,-0.959961712360382,-2
188,2020-04-14 17:02:53+00:00,1157,News,nyt://article/bda00697-bc3d-5e59-9632-7a770a6947ff,"Though ad sales at the two companies are expected to be down, they are likely to fare better than smaller peers and publishers.","OAKLAND, Calif. — Google’s and Facebook’s advertising businesses, which have roughly tripled in combined size over the last five years, may be headed for a rare stumble as the coronavirus pushes the global economy into a tailspin.","Though ad sales at the two companies are expected to be down, they are likely to fare better than smaller peers and publishers.",Even Google and Facebook May Face an Ad Slump,"Though ad sales at the two companies are expected to be down, they are likely to fare better than smaller peers and publishers. OAKLAND, Calif. — Google’s and Facebook’s advertising businesses, which have roughly tripled in combined size over the last five years, may be headed for a rare stumble as the coronavirus pushes the global economy into a tailspin. Though ad sales at the two companies are expected to be down, they are likely to fare better than smaller peers and publishers. Even Google and Facebook May Face an Ad Slump ",5,2,0.0425925925925925,0.4562962962962963,-0.97007018327713,-2
190,2021-03-27 09:00:13+00:00,1289,News,nyt://article/bef450ab-d7ea-5db7-bb83-6566b3a19b47,Google presents itself to independent sellers as cheaper and less restrictive. But it is not clear whether it can change people’s habits of going straight to Amazon.,"OAKLAND, Calif. — Google tried to copy Amazon’s playbook to become the shopping hub of the internet, with little success. Now it is trying something different: the anti-Amazon strategy.",Google presents itself to independent sellers as cheaper and less restrictive. But it is not clear whether it can change people’s habits of going straight to Amazon.,Google Aims to Be the Anti-Amazon of E-Commerce. It Has a Long Way to Go.,"Google presents itself to independent sellers as cheaper and less restrictive. But it is not clear whether it can change people’s habits of going straight to Amazon. OAKLAND, Calif. — Google tried to copy Amazon’s playbook to become the shopping hub of the internet, with little success. Now it is trying something different: the anti-Amazon strategy. Google presents itself to independent sellers as cheaper and less restrictive. But it is not clear whether it can change people’s habits of going straight to Amazon. Google Aims to Be the Anti-Amazon of E-Commerce. It Has a Long Way to Go. ",1,4,0.0024305555555555,0.2875,0.0,0
192,2021-05-03 16:10:35+00:00,1199,News,nyt://article/c0c7059c-dab9-51b2-adb5-b87c97f52df7,Google plans to experiment with new office configurations and more flexibility. Will others follow?,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,Google plans to experiment with new office configurations and more flexibility. Will others follow?,Back to Work the Google Way,Google plans to experiment with new office configurations and more flexibility. Will others follow? This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. Google plans to experiment with new office configurations and more flexibility. Will others follow? Back to Work the Google Way ,4,3,0.2545454545454545,0.3818181818181818,0.0,0
193,2020-07-07 10:31:35+00:00,980,News,nyt://article/c2ddbead-f79f-581e-900f-3b7edb9d2259,"A commercial deal in Kenya marks the first application of balloon-powered internet in Africa, the region with the lowest percentage of internet users globally.","NAIROBI, Kenya — A fleet of high-altitude balloons started delivering internet service to Kenya on Tuesday, extending online access to tens of thousands of people in the first-ever commercial deployment of the technology.","A commercial deal in Kenya marks the first application of balloon-powered internet in Africa, the region with the lowest percentage of internet users globally.","A Bird? A Plane? No, It’s a Google Balloon Beaming the Internet","A commercial deal in Kenya marks the first application of balloon-powered internet in Africa, the region with the lowest percentage of internet users globally. NAIROBI, Kenya — A fleet of high-altitude balloons started delivering internet service to Kenya on Tuesday, extending online access to tens of thousands of people in the first-ever commercial deployment of the technology. A commercial deal in Kenya marks the first application of balloon-powered internet in Africa, the region with the lowest percentage of internet users globally. A Bird? A Plane? No, It’s a Google Balloon Beaming the Internet ",2,1,0.0714285714285714,0.0952380952380952,0.0,0
196,2020-04-28 22:08:52+00:00,433,News,nyt://article/c80682c0-f950-5d8f-b46e-689163290b6c,The chief executive of Google’s parent company said it experienced a “significant and sudden slowdown” in advertising in March.,"OAKLAND, Calif. — Until the coronavirus took hold in the United States, Google’s parent company, Alphabet, was marching forward to another predictably strong quarter.",The chief executive of Google’s parent company said it experienced a “significant and sudden slowdown” in advertising in March.,"Alphabet’s Profit Is Up, but Company Warns of Difficulties","The chief executive of Google’s parent company said it experienced a “significant and sudden slowdown” in advertising in March. OAKLAND, Calif. — Until the coronavirus took hold in the United States, Google’s parent company, Alphabet, was marching forward to another predictably strong quarter. The chief executive of Google’s parent company said it experienced a “significant and sudden slowdown” in advertising in March. Alphabet’s Profit Is Up, but Company Warns of Difficulties ",1,3,0.3976190476190476,0.7547619047619047,-0.8996315598487854,-1
197,2020-09-28 17:03:44+00:00,648,News,nyt://article/c84e5c29-85cb-55f1-9210-437120e76135,Some companies like Netflix and Spotify had avoided making the payment when people paid for something inside their apps.,"OAKLAND, Calif. — Google said it would no longer allow any apps to circumvent its payment system within the Google Play store that provides the company a cut of in-app purchases.",Some companies like Netflix and Spotify had avoided making the payment when people paid for something inside their apps.,Google Demands 30% Cut From App Developers in Its Play Store,"Some companies like Netflix and Spotify had avoided making the payment when people paid for something inside their apps. OAKLAND, Calif. — Google said it would no longer allow any apps to circumvent its payment system within the Google Play store that provides the company a cut of in-app purchases. Some companies like Netflix and Spotify had avoided making the payment when people paid for something inside their apps. Google Demands 30% Cut From App Developers in Its Play Store ",5,3,0.0,0.0,-0.6878215670585632,-1
200,2020-03-23 09:00:30+00:00,1833,News,nyt://article/c95046e1-2b7b-5a62-9991-dbfa4f622e0b,"As chief executives hunker down during the pandemic, home offices have become corporate headquarters.","On Thursday morning, Chuck Robbins, the chief executive of Cisco, signed on to an companywide video conference from his home office in Silicon Valley. The connection was stable, but the quality was not great.","As chief executives hunker down during the pandemic, home offices have become corporate headquarters.","Logged On From the Laundry Room: How the C.E.O.s of Google, Pfizer and Slack Work From Home","As chief executives hunker down during the pandemic, home offices have become corporate headquarters. On Thursday morning, Chuck Robbins, the chief executive of Cisco, signed on to an companywide video conference from his home office in Silicon Valley. The connection was stable, but the quality was not great. As chief executives hunker down during the pandemic, home offices have become corporate headquarters. Logged On From the Laundry Room: How the C.E.O.s of Google, Pfizer and Slack Work From Home ",5,1,-0.1422222222222222,0.2655555555555556,0.0,0
201,2021-11-04 16:45:08+00:00,278,News,nyt://article/c9e996d7-75f7-5223-9692-3aea4032960e,Isomorphic Labs is a spinoff of the London-based artificial intelligence lab DeepMind.,"Google’s parent company, Alphabet, is launching an operation dedicated to drug discovery.",Isomorphic Labs is a spinoff of the London-based artificial intelligence lab DeepMind.,Google’s parent launches a company dedicated to drug discovery.,"Isomorphic Labs is a spinoff of the London-based artificial intelligence lab DeepMind. Google’s parent company, Alphabet, is launching an operation dedicated to drug discovery. Isomorphic Labs is a spinoff of the London-based artificial intelligence lab DeepMind. Google’s parent launches a company dedicated to drug discovery. ",4,2,-0.6,1.0,0.0,0
202,2021-01-04 11:05:56+00:00,1108,Op-Ed,nyt://article/caa1d4a3-4777-5e0b-b117-d7fada7fb52f,Our company’s motto used to be “Don’t be evil.” An organized work force will help us live up to it.,"On Nov. 1, 2018, at 11:10 a.m., some 20,000 Google employees, along with employees of Waymo, Verily and other Alphabet companies, stopped working and walked off the job in cities around the world. A week earlier, The New York Times reported that the company had paid tens of millions of dollars to two executives who had been accused of sexual misconduct toward our co-workers, staying silent about the alleged abuse and letting them walk away with no consequences.",Our company’s motto used to be “Don’t be evil.” An organized work force will help us live up to it.,We Built Google. This Is Not the Company We Want to Work For.,"Our company’s motto used to be “Don’t be evil.” An organized work force will help us live up to it. On Nov. 1, 2018, at 11:10 a.m., some 20,000 Google employees, along with employees of Waymo, Verily and other Alphabet companies, stopped working and walked off the job in cities around the world. A week earlier, The New York Times reported that the company had paid tens of millions of dollars to two executives who had been accused of sexual misconduct toward our co-workers, staying silent about the alleged abuse and letting them walk away with no consequences. Our company’s motto used to be “Don’t be evil.” An organized work force will help us live up to it. We Built Google. This Is Not the Company We Want to Work For. ",3,2,-0.1315909090909091,0.5362878787878789,-0.8530157208442688,-1
204,2020-12-17 17:22:10+00:00,1144,News,nyt://article/cb9d5eab-1cbf-57b8-a8f0-807bc893302d,What the Microsoft case teaches us about antitrust and the power of Big Tech today.,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,What the Microsoft case teaches us about antitrust and the power of Big Tech today.,Microsoft’s Lessons for Google,What the Microsoft case teaches us about antitrust and the power of Big Tech today. This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. What the Microsoft case teaches us about antitrust and the power of Big Tech today. Microsoft’s Lessons for Google ,3,1,0.0,0.1,0.0,0
205,2020-10-22 22:25:03+00:00,1742,Op-Ed,nyt://article/cc252d86-2ab7-553d-8331-17e06d96fbeb,A lawsuit with bipartisan support could herald a new era of trustbusting.,This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays.,A lawsuit with bipartisan support could herald a new era of trustbusting.,The Case Against Google,A lawsuit with bipartisan support could herald a new era of trustbusting. This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays. A lawsuit with bipartisan support could herald a new era of trustbusting. The Case Against Google ,1,1,0.1363636363636363,0.4545454545454545,0.0,0
206,2021-09-10 16:32:28+00:00,1514,News,nyt://article/ce205347-332e-5ad4-8c0f-1366f077b661,"The company realized months ago that it could be running afoul of pay laws in a number of countries but has been slow to fix the problem, according to internal documents.","In December, a group of Google managers responsible for overseeing thousands of its temporary staff members discovered the company had been underpaying some of those workers for years.","The company realized months ago that it could be running afoul of pay laws in a number of countries but has been slow to fix the problem, according to internal documents.",Google Could Be Violating Labor Laws With Pay for Temp Workers,"The company realized months ago that it could be running afoul of pay laws in a number of countries but has been slow to fix the problem, according to internal documents. In December, a group of Google managers responsible for overseeing thousands of its temporary staff members discovered the company had been underpaying some of those workers for years. The company realized months ago that it could be running afoul of pay laws in a number of countries but has been slow to fix the problem, according to internal documents. Google Could Be Violating Labor Laws With Pay for Temp Workers ",1,2,-0.08,0.2699999999999999,-0.956777274608612,-2
209,2021-03-09 18:12:18+00:00,1201,News,nyt://article/d061c206-a70a-5b83-b4b4-33dbd5900b17,"Is the mania for subscriptions a choice, or the only path in an ad system dominated by giants?",This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,"Is the mania for subscriptions a choice, or the only path in an ad system dominated by giants?",Google and Facebook Killed Free,"Is the mania for subscriptions a choice, or the only path in an ad system dominated by giants? This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. Is the mania for subscriptions a choice, or the only path in an ad system dominated by giants? Google and Facebook Killed Free ",5,1,0.05,0.7,0.0,0
210,2020-10-20 17:13:36+00:00,1205,News,nyt://article/d10ca056-93fe-5fc6-9bae-87d3244c9450,Maybe all Google needed to keep from acting like a monopoly was more effective government oversight.,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,Maybe all Google needed to keep from acting like a monopoly was more effective government oversight.,Why the Government Is Suing Google,Maybe all Google needed to keep from acting like a monopoly was more effective government oversight. This article is part of the On Tech newsletter. You can sign up here to receive it weekdays. Maybe all Google needed to keep from acting like a monopoly was more effective government oversight. Why the Government Is Suing Google ,3,3,0.3666666666666667,0.4333333333333333,0.0,0
211,2020-12-17 12:50:29+00:00,1713,News,nyt://article/d12bf384-9f90-50c9-a506-760639df1438,Facebook’s slap at Apple shows Silicon Valley is feeling the regulatory heat.,"When Big Tech’s C.E.O.s are hauled before Congress and accused of amassing excessive power, the leaders from Apple, Facebook, Google and others have often tried to present a united front. But these companies are also competitors, and have recently taken to calling on regulators to go after each other.",Facebook’s slap at Apple shows Silicon Valley is feeling the regulatory heat.,Big Tech’s Circular Firing Squad,"Facebook’s slap at Apple shows Silicon Valley is feeling the regulatory heat. When Big Tech’s C.E.O.s are hauled before Congress and accused of amassing excessive power, the leaders from Apple, Facebook, Google and others have often tried to present a united front. But these companies are also competitors, and have recently taken to calling on regulators to go after each other. Facebook’s slap at Apple shows Silicon Valley is feeling the regulatory heat. Big Tech’s Circular Firing Squad ",4,1,-0.0625,0.3041666666666667,-0.7329632639884949,-1
215,2021-02-17 12:57:49+00:00,1222,News,nyt://article/d4daa560-06f1-5592-a76c-0719b81b1a77,Pathbreaking legislation showed that even a small nation can get the tech giant to bend. But the United States seems unlikely to follow.,"SYDNEY, Australia — Just a few weeks after Google threatened to leave Australia if the government forced tech platforms to pay for news, the search giant is suddenly showering money on its most demanding critics.",Pathbreaking legislation showed that even a small nation can get the tech giant to bend. But the United States seems unlikely to follow.,Google Is Suddenly Paying for News in Australia. What About Everywhere Else?,"Pathbreaking legislation showed that even a small nation can get the tech giant to bend. But the United States seems unlikely to follow. SYDNEY, Australia — Just a few weeks after Google threatened to leave Australia if the government forced tech platforms to pay for news, the search giant is suddenly showering money on its most demanding critics. Pathbreaking legislation showed that even a small nation can get the tech giant to bend. But the United States seems unlikely to follow. Google Is Suddenly Paying for News in Australia. What About Everywhere Else? ",5,2,-0.125,0.55,0.0,0
218,2020-09-03 19:21:35+00:00,1657,News,nyt://article/d77c163a-8503-5fa8-8a69-919a5c434668,The attorney general is said to have set a deadline over the objections of career lawyers who say they need more time to build the case.,"WASHINGTON — The Justice Department plans to bring an antitrust case against Google as soon as this month, after Attorney General William P. Barr overruled career lawyers who said they needed more time to build a strong case against one of the world’s wealthiest, most formidable technology companies, according to five people briefed on internal department conversations.",The attorney general is said to have set a deadline over the objections of career lawyers who say they need more time to build the case.,Justice Dept. Plans to File Antitrust Charges Against Google in Coming Weeks,"The attorney general is said to have set a deadline over the objections of career lawyers who say they need more time to build the case. WASHINGTON — The Justice Department plans to bring an antitrust case against Google as soon as this month, after Attorney General William P. Barr overruled career lawyers who said they needed more time to build a strong case against one of the world’s wealthiest, most formidable technology companies, according to five people briefed on internal department conversations. The attorney general is said to have set a deadline over the objections of career lawyers who say they need more time to build the case. Justice Dept. Plans to File Antitrust Charges Against Google in Coming Weeks ",1,2,0.287037037037037,0.4703703703703704,0.0,0
219,2020-12-17 17:55:37+00:00,1346,News,nyt://article/d8bf29ae-d72d-5a23-bb99-d366a53197c1,More than 30 states said that the company downplayed websites that let users search for information in specialized areas.,"More than 30 states added to Google’s mushrooming legal woes on Thursday, accusing the Silicon Valley titan of illegally arranging its search results to push out smaller rivals.",More than 30 states said that the company downplayed websites that let users search for information in specialized areas.,Google’s Legal Peril Grows in Face of Third Antitrust Suit,"More than 30 states said that the company downplayed websites that let users search for information in specialized areas. More than 30 states added to Google’s mushrooming legal woes on Thursday, accusing the Silicon Valley titan of illegally arranging its search results to push out smaller rivals. More than 30 states said that the company downplayed websites that let users search for information in specialized areas. Google’s Legal Peril Grows in Face of Third Antitrust Suit ",1,2,0.175,0.3625,-0.9636711478233336,-2
221,2020-01-10 18:42:32+00:00,844,News,nyt://article/d9afe9e5-7de6-5165-8723-56a5516f7b3c,"David Drummond, who played a key role for the company since it was founded, was being investigated for relationships with several women at the company.","SAN FRANCISCO — David Drummond, the chief legal officer of Google’s parent company, Alphabet, and one of its most senior executives, is leaving the internet giant amid an investigation into his relationships with women who worked at the company.","David Drummond, who played a key role for the company since it was founded, was being investigated for relationships with several women at the company.",Alphabet’s Chief Legal Officer Stepping Down Amid Investigation,"David Drummond, who played a key role for the company since it was founded, was being investigated for relationships with several women at the company. SAN FRANCISCO — David Drummond, the chief legal officer of Google’s parent company, Alphabet, and one of its most senior executives, is leaving the internet giant amid an investigation into his relationships with women who worked at the company. David Drummond, who played a key role for the company since it was founded, was being investigated for relationships with several women at the company. Alphabet’s Chief Legal Officer Stepping Down Amid Investigation ",2,1,0.082716049382716,0.4654320987654321,-0.8054030537605286,-1
222,2020-05-02 09:00:19+00:00,2487,News,nyt://article/da99eeb0-7a93-5193-8f93-72d0362dcb80,The former Google C.E.O. has reinvented himself as the prime liaison between Silicon Valley and the military-industrial complex.,"In July 2016, Raymond Thomas, a four-star general and head of the U.S. Special Operations Command, hosted a guest: Eric Schmidt, the chairman of Google.",The former Google C.E.O. has reinvented himself as the prime liaison between Silicon Valley and the military-industrial complex.,‘I Could Solve Most of Your Problems’: Eric Schmidt’s Pentagon Offensive,"The former Google C.E.O. has reinvented himself as the prime liaison between Silicon Valley and the military-industrial complex. In July 2016, Raymond Thomas, a four-star general and head of the U.S. Special Operations Command, hosted a guest: Eric Schmidt, the chairman of Google. The former Google C.E.O. has reinvented himself as the prime liaison between Silicon Valley and the military-industrial complex. ‘I Could Solve Most of Your Problems’: Eric Schmidt’s Pentagon Offensive ",2,3,0.0438775510204081,0.3387755102040816,0.0,0
225,2021-01-22 01:43:24+00:00,556,News,nyt://article/dafbb483-76b5-5929-9966-6f59a645a3da,"Begun nearly a decade ago, Loon was one of the company’s high-profile, cutting-edge efforts. But it was difficult to turn into a business.","OAKLAND, Calif. — Google’s parent company Alphabet is shutting down Loon, a high-profile subsidiary spun out from its research labs that used high-altitude helium balloons to deliver cellular connectivity from the stratosphere.","Begun nearly a decade ago, Loon was one of the company’s high-profile, cutting-edge efforts. But it was difficult to turn into a business.",Google-Linked Balloon Project to Provide Cell Service Will Close,"Begun nearly a decade ago, Loon was one of the company’s high-profile, cutting-edge efforts. But it was difficult to turn into a business. OAKLAND, Calif. — Google’s parent company Alphabet is shutting down Loon, a high-profile subsidiary spun out from its research labs that used high-altitude helium balloons to deliver cellular connectivity from the stratosphere. Begun nearly a decade ago, Loon was one of the company’s high-profile, cutting-edge efforts. But it was difficult to turn into a business. Google-Linked Balloon Project to Provide Cell Service Will Close ",4,1,-0.1911111111111111,0.6177777777777778,0.0,0
226,2021-07-07 19:00:06+00:00,998,Op-Ed,nyt://article/db2f8da2-45d0-5d69-acaf-e98fe636018c, Ohio’s attorney general has asked for a judicial declaration that Google has evolved into a common carrier. Here’s why. ,"American law recognizes that some critically important businesses must accept all customers and treat everyone fairly because they are not easily or economically efficient to duplicate — think railroads, electricity providers and telephone companies.", Ohio’s attorney general has asked for a judicial declaration that Google has evolved into a common carrier. Here’s why. ,Let’s Make Google a Public Good," Ohio’s attorney general has asked for a judicial declaration that Google has evolved into a common carrier. Here’s why.  American law recognizes that some critically important businesses must accept all customers and treat everyone fairly because they are not easily or economically efficient to duplicate — think railroads, electricity providers and telephone companies.  Ohio’s attorney general has asked for a judicial declaration that Google has evolved into a common carrier. Here’s why.  Let’s Make Google a Public Good ",1,3,0.1149999999999999,0.5466666666666666,0.0,0
229,2021-04-22 11:30:49+00:00,1702,News,nyt://article/dc5c63b6-37e6-5f4f-a338-b766071d2aac,Lawmakers in D.C. delivered a one-two punch.,"Just about every day now in D.C., lawmakers seem eager to show their might against Big Tech. Yesterday gave them the opportunity to flex their muscles in two high-profile events at the Senate: the confirmation hearing for Lina Khan, a “progressive trustbuster” who was nominated for a seat at the F.T.C., and a judiciary committee hearing about Apple and Google’s control over their app stores. For good measure, a group of seven House Republicans yesterday announced a pledge to no longer take donations from major tech companies.",Lawmakers in D.C. delivered a one-two punch.,Tech Giants Take a Hit in Washington,"Lawmakers in D.C. delivered a one-two punch. Just about every day now in D.C., lawmakers seem eager to show their might against Big Tech. Yesterday gave them the opportunity to flex their muscles in two high-profile events at the Senate: the confirmation hearing for Lina Khan, a “progressive trustbuster” who was nominated for a seat at the F.T.C., and a judiciary committee hearing about Apple and Google’s control over their app stores. For good measure, a group of seven House Republicans yesterday announced a pledge to no longer take donations from major tech companies. Lawmakers in D.C. delivered a one-two punch. Tech Giants Take a Hit in Washington ",5,1,0.2541666666666666,0.4000000000000001,0.0,0
231,2021-10-22 17:32:00+00:00,394,News,nyt://article/ddc42652-a630-51ec-b694-055c196909ef,The new details came in an unredacted version of a lawsuit filed by Texas and 11 other states.,"WASHINGTON — Google said in an internal document that it had successfully “slowed down” European privacy rules in collaboration with other tech companies, according to a legal filing released on Friday.",The new details came in an unredacted version of a lawsuit filed by Texas and 11 other states.,"Google said it had successfully ‘slowed down’ European privacy rules, according to lawsuit.","The new details came in an unredacted version of a lawsuit filed by Texas and 11 other states. WASHINGTON — Google said in an internal document that it had successfully “slowed down” European privacy rules in collaboration with other tech companies, according to a legal filing released on Friday. The new details came in an unredacted version of a lawsuit filed by Texas and 11 other states. Google said it had successfully ‘slowed down’ European privacy rules, according to lawsuit. ",4,2,0.0989704739704739,0.3624514374514375,0.0,0
238,2020-12-09 21:32:42+00:00,595,News,nyt://article/e4d64852-aa4e-5e6c-8190-f28939c1e431,"The researcher, one of the company’s best-known Black female employees, said she was fired last week.","Sundar Pichai, chief executive of Google’s parent company Alphabet, apologized for the departure of a prominent artificial intelligence researcher, whose exit has roiled the company’s work force and raised questions about its stated commitment to diversity and the responsible development of A.I. technology.","The researcher, one of the company’s best-known Black female employees, said she was fired last week.",Google Chief Apologizes for A.I. Researcher’s Dismissal,"The researcher, one of the company’s best-known Black female employees, said she was fired last week. Sundar Pichai, chief executive of Google’s parent company Alphabet, apologized for the departure of a prominent artificial intelligence researcher, whose exit has roiled the company’s work force and raised questions about its stated commitment to diversity and the responsible development of A.I. technology. The researcher, one of the company’s best-known Black female employees, said she was fired last week. Google Chief Apologizes for A.I. Researcher’s Dismissal ",1,2,-0.0259259259259259,0.4314814814814815,-0.9422807097434998,-2
239,2020-08-04 16:33:07+00:00,640,News,nyt://article/e4f5e441-a6fb-5fb4-973b-96ff1b08b39a,Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices.,"LONDON — European Union authorities on Tuesday announced an investigation into Google’s $2.1 billion purchase of the fitness-tracking company Fitbit, raising alarms about the health data the internet giant would be acquiring as part of the deal.",Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices.,Google Faces European Inquiry Into Fitbit Acquisition,"Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices. LONDON — European Union authorities on Tuesday announced an investigation into Google’s $2.1 billion purchase of the fitness-tracking company Fitbit, raising alarms about the health data the internet giant would be acquiring as part of the deal. Authorities are investigating how Google will use health and wellness data collected from Fitbit’s fitness tracking devices. Google Faces European Inquiry Into Fitbit Acquisition ",2,4,0.0,0.3333333333333333,-0.518695056438446,-1
241,2020-06-13 09:00:21+00:00,1502,News,nyt://article/e5900706-acf8-57d1-b163-d43587cf588b,"Many companies are retreating. But Amazon, Apple, Facebook, Google and Microsoft are placing bets to get even bigger.","SAN FRANCISCO — Even as Facebook grappled this month with an internal revolt and a cascade of criticism over its refusal to take action on President Trump’s inflammatory posts, the social network was actively making other bets behind the scenes.","Many companies are retreating. But Amazon, Apple, Facebook, Google and Microsoft are placing bets to get even bigger.",The Economy Is Reeling. The Tech Giants Spy Opportunity.,"Many companies are retreating. But Amazon, Apple, Facebook, Google and Microsoft are placing bets to get even bigger. SAN FRANCISCO — Even as Facebook grappled this month with an internal revolt and a cascade of criticism over its refusal to take action on President Trump’s inflammatory posts, the social network was actively making other bets behind the scenes. Many companies are retreating. But Amazon, Apple, Facebook, Google and Microsoft are placing bets to get even bigger. The Economy Is Reeling. The Tech Giants Spy Opportunity. ",5,2,0.0475,0.3841666666666666,-0.9360167980194092,-2
243,2021-06-29 19:00:06+00:00,780,Op-Ed,nyt://article/e7007cff-00fd-5578-ab5f-90d80724f4a4,Asking elected officials to keep silent  is bad for democracy.,"In March, when the City Council of Fort Wayne, Ind., voted 7 to 2 to approve $16 million in tax breaks for a corporation to open a distribution center in the city, it was something of a shot in the dark: Four of the Council members — including two who voted in favor of the deal — didn’t know which corporation they were considering.",Asking elected officials to keep silent  is bad for democracy.,"How Amazon, Google and Other Companies Exploit NDAs","Asking elected officials to keep silent  is bad for democracy. In March, when the City Council of Fort Wayne, Ind., voted 7 to 2 to approve $16 million in tax breaks for a corporation to open a distribution center in the city, it was something of a shot in the dark: Four of the Council members — including two who voted in favor of the deal — didn’t know which corporation they were considering. Asking elected officials to keep silent  is bad for democracy. How Amazon, Google and Other Companies Exploit NDAs ",2,1,-0.2218749999999999,0.3635416666666666,-0.784399151802063,-1
247,2020-03-05 00:36:04+00:00,368,News,nyt://article/ea5b6dac-4cf1-51e6-90ce-5772fc42a6ab,The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account.,"SAN FRANCISCO — A federal judge on Wednesday dismissed a $50 million lawsuit filed by Representative Tulsi Gabbard, a Democratic presidential candidate, that accused Google of infringing on her free speech when it briefly suspended her advertising account last year.",The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account.,Tulsi Gabbard’s $50 Million Suit Against Google Is Dismissed,"The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account. SAN FRANCISCO — A federal judge on Wednesday dismissed a $50 million lawsuit filed by Representative Tulsi Gabbard, a Democratic presidential candidate, that accused Google of infringing on her free speech when it briefly suspended her advertising account last year. The Democratic presidential candidate had accused the tech giant of infringing on her free speech when it temporarily suspended her advertising account. Tulsi Gabbard’s $50 Million Suit Against Google Is Dismissed ",4,2,0.1714285714285714,0.6857142857142857,-0.8723071217536926,-1
249,2021-11-05 14:38:19+00:00,847,News,nyt://article/eff809ea-45d1-5c46-977e-a88e0a57ace1,"When a Google staffing agency reneged on a promise to pay an attendance bonus, temps who are part of the company’s union organized and forced it to backtrack.","Ned McNally, a temp worker at Google’s data center in Council Bluffs, Iowa, received notice in August that he would get a $200 weekly bonus until the end of the year for working a full week. It was a nod to the labor shortages ravaging businesses during the pandemic.","When a Google staffing agency reneged on a promise to pay an attendance bonus, temps who are part of the company’s union organized and forced it to backtrack.",Google Temps Fought Loss of Pandemic Bonus. And Won.,"When a Google staffing agency reneged on a promise to pay an attendance bonus, temps who are part of the company’s union organized and forced it to backtrack. Ned McNally, a temp worker at Google’s data center in Council Bluffs, Iowa, received notice in August that he would get a $200 weekly bonus until the end of the year for working a full week. It was a nod to the labor shortages ravaging businesses during the pandemic. When a Google staffing agency reneged on a promise to pay an attendance bonus, temps who are part of the company’s union organized and forced it to backtrack. Google Temps Fought Loss of Pandemic Bonus. And Won. ",1,4,-0.0875,0.2625,-0.7292606830596924,-1
252,2021-11-19 20:48:50+00:00,392,News,nyt://article/f62b7b35-091e-56c4-ae28-816d63509a8a,"Jonathan Kanter, who was confirmed by the Senate earlier this week as the assistant attorney general for antitrust, has been a longtime behind-the-scenes player in building arguments against tech giants.","Google asked the Justice Department on Friday to investigate whether its new top antitrust official, who has represented Google rivals, needs to step back from inquiries and lawsuits against the company.","Jonathan Kanter, who was confirmed by the Senate earlier this week as the assistant attorney general for antitrust, has been a longtime behind-the-scenes player in building arguments against tech giants.",Google questions if the new Justice Department antitrust boss can be impartial.,"Jonathan Kanter, who was confirmed by the Senate earlier this week as the assistant attorney general for antitrust, has been a longtime behind-the-scenes player in building arguments against tech giants. Google asked the Justice Department on Friday to investigate whether its new top antitrust official, who has represented Google rivals, needs to step back from inquiries and lawsuits against the company. Jonathan Kanter, who was confirmed by the Senate earlier this week as the assistant attorney general for antitrust, has been a longtime behind-the-scenes player in building arguments against tech giants. Google questions if the new Justice Department antitrust boss can be impartial. ",3,3,0.1672727272727273,0.5409090909090909,0.0,0
